36031,Black Breath,United States,Active,2006,Death/Thrash Metal/Crossover/Crust,Slaves Beyond Death,2015,0.78
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Heartwork,1993,1.0
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Heartwork,1993,1.0
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Heartwork,1993,0.98
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Heartwork,1993,0.92
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Heartwork,1993,0.3
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.73
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.79
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.83
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.84
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.76
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.53
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.6
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.9
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.65
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.88
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.4
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Swansong,1996,0.95
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.9
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.53
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.86
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.98
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.08
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.2
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.81
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.55
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.73
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.56
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.91
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.95
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.98
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.95
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.0
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.85
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.95
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.77
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.95
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.9
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.95
37090,Carcass,United Kingdom,Active,1986,Goregrind/Grindcore (early)| Melodic Death Metal/Death 'n' Roll (later),Surgical Steel,2013,0.83
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Mindloss,1991,0.95
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Mindloss,1991,0.95
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Mindloss,1991,0.9
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),False,1992,0.56
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),False,1992,0.95
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),False,1992,0.95
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),False,1992,0.8
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),False,1992,0.71
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Erase,1994,1.0
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Erase,1994,0.25
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Erase,1994,0.85
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Chapter 13,1998,0.91
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),La Muerte,2005,0.77
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Rise to Ruin,2007,0.79
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Rise to Ruin,2007,0.95
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Rise to Ruin,2007,0.89
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Rise to Ruin,2007,0.95
37091,Gorefest,Netherlands,Split-up,1989,Death Metal (1989-1995| 2005-2009)| Death 'n' Roll (1996-1998),Rise to Ruin,2007,0.9
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Hallucinations,1990,0.94
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Hallucinations,1990,0.97
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Hallucinations,1990,0.95
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Todessehnsucht,1992,0.97
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Todessehnsucht,1992,0.9
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Todessehnsucht,1992,0.96
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Todessehnsucht,1992,0.95
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Blut,1994,0.2
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Blut,1994,0.27
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Blut,1994,0.94
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Blut,1994,0.0
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Calling the Rain,1995,0.4
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Willenskraft,1996,0.57
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Atlantis,2004,0.85
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Atlantis,2004,0.65
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Atlantis,2004,0.88
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Werk 80 II,2008,0.68
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Werk 80 II,2008,0.1
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),After the Storm,2010,0.67
37092,Atrocity,Germany,Active,1985,Technical Death Metal (early)| Folk Metal| Gothic/Industrial/Symphonic Metal (later),Okkult,2013,0.92
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Principle of Evil Made Flesh,1994,0.9
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Principle of Evil Made Flesh,1994,0.55
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Principle of Evil Made Flesh,1994,0.9
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Principle of Evil Made Flesh,1994,0.7
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Principle of Evil Made Flesh,1994,0.9
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Principle of Evil Made Flesh,1994,0.65
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Principle of Evil Made Flesh,1994,0.75
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.98
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,1.0
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.87
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,1.0
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,1.0
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.93
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,1.0
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.9
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.95
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.99
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.95
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.83
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.97
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.01
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.8
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.98
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.59
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.8
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.6
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Dusk and Her Embrace,1996,0.98
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.92
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.97
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.9
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.68
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,1.0
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.75
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.68
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.78
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.95
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.96
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.63
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.2
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.52
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.95
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Cruelty and the Beast,1998,0.25
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Midian,2000,0.77
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Midian,2000,0.85
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Midian,2000,0.72
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Midian,2000,0.79
